StartNode;EndNode;Distance;Time;Nodes visited
13916;18348;140424,4;56;150427
57331;69811;158025,4;48;137097
85074;94230;169254,2;63;188624
82221;41047;100738,5;41;119400
19425;1285;76900,91;14;45131
29276;93548;92447,27;22;68343
85095;36298;161920,1;71;143384
34616;359;430417,8;212;236806
80931;104536;346469,5;91;241559
50169;15120;286005,6;112;270593
80718;56837;288204,1;76;156489
3886;74535;203829,8;95;222728
105195;77568;80738,63;31;78208
63387;59565;17054,64;3;1887
76442;86203;212750,3;54;120137
6869;20239;295039,9;93;230467
84208;107351;353967,6;99;267012
54644;66232;46912,18;11;29157
75124;47773;6580,325;1;5024
88360;24494;391590,3;129;292309
43237;67595;218246,5;61;157999
102241;15126;80031,36;35;89297
108905;45845;428604,6;88;236796
90512;19046;444824,5;123;285206
101868;54401;49121,48;20;53814
97475;70771;112434,9;32;84934
14462;96487;358263,8;108;263909
78308;7506;168259,1;44;130652
81154;103176;330022,6;97;278362
91352;73552;358293,9;100;253207
38534;56765;45461,34;10;28934
86678;64856;89625,95;31;80049
65781;40956;139433,9;40;106200
59407;14698;118731;35;89658
29411;2395;136994,1;34;85827
40452;56224;117915,7;52;133024
13600;49983;152521,8;26;74943
85986;90068;293030,9;208;230128
82355;80921;348452;116;244234
2225;44340;356647,8;103;266730
71388;22041;154592,8;42;118894
91776;41365;5519,446;3;9965
36455;13437;84091,81;44;74239
92889;71849;129278,6;47;127095
101616;67618;97874,41;42;109781
80310;98876;226362;66;172118
46833;83377;132563,9;62;160423
29060;45475;51585,62;14;37652
42140;44049;215543,3;72;154528
93756;49555;31106,79;4;11246
73331;87169;294505,4;104;262592
24989;105722;355278,2;87;249880
57170;78170;58101,28;19;53141
10500;101931;295148,5;98;279224
38843;233;285422,6;104;277549
100951;47011;307875,1;96;245866
2163;16492;80164,61;26;67014
78681;45313;303641,8;88;238372
28400;52343;145053,3;55;141522
61759;101250;173001,6;77;170893
26774;75484;108159,2;32;94925
35776;55268;281014;76;218231
9390;43914;374157;94;274017
47928;38305;462912;102;284014
100857;66361;133790,2;43;112834
84701;97911;42235,79;6;16325
110743;99745;260096,5;70;149112
2620;108896;357387,9;70;198691
69958;14718;155658,2;43;127488
61348;113377;506856;100;297987
28775;80077;73608,62;12;44076
111616;113514;322149,6;65;195644
80486;110518;154544,8;37;110594
15649;41412;185965;38;108438
101488;85773;39013,7;14;43206
60395;63197;171043,3;40;117964
57248;83681;441989,1;98;292586
54002;537;70611,46;28;73593
13067;34589;104250,9;41;91746
76002;17944;253943,5;53;139479
19440;92627;297882,3;86;220530
42692;33195;146785,8;46;122501
96076;47040;86664,98;14;41246
39901;27088;49929,48;25;64242
46709;69390;44373,52;6;17693
57343;9567;113841,5;58;119533
76392;8355;386655,4;82;235202
73717;51101;58303,01;24;65588
22656;59444;286409,7;60;181958
78565;112619;159362;35;101655
37515;47546;53901,81;25;35724
29799;19144;433070,4;112;290734
77036;56702;12684,82;0;1952
71162;91358;320660,5;87;226636
59374;28238;298220,2;69;191416
67010;77027;104809;65;127984
37512;63270;171021,5;63;170722
106818;101550;120629,8;30;88252
67826;96145;203572,4;78;220999
59028;54447;237728,4;48;140841
45871;33306;423816;118;291691
16487;555;37254,36;8;22097
39825;22292;264890,1;61;161939
50556;48893;116448,9;31;91023
9964;2900;59971,07;22;67312
91572;67314;206402,1;79;204527
69716;77074;101440,4;42;77955
94120;85586;37387,42;4;12777
62828;23548;134231,3;47;127388
69851;39374;106297,6;36;99568
89570;62235;194880,2;81;221475
81405;18470;74175,52;16;48091
2380;94007;120876,4;42;96734
85747;13121;323632,1;109;275070
15228;85858;286490,9;95;243771
96967;40203;275289,2;103;235303
416;24117;59950,48;33;28933
66747;4208;422652;195;263410
31058;29243;57059,24;12;34528
93010;54743;300960,5;78;203875
6145;22269;254879,2;60;161471
81394;56473;209016;101;208267
50357;113387;204784,3;90;223815
7310;74130;101045,1;36;92744
82841;21232;245613,2;86;218453
38721;44277;274952,6;76;171059
26294;19653;325810,3;97;241389
78568;97328;82264,74;18;48493
65592;111709;187163,2;63;161816
111867;59509;134608,2;56;140353
50237;37434;117081,3;52;124297
33664;37797;464059,5;93;273790
19625;51369;362811,6;88;259488
66898;45598;326295,6;114;292379
10326;89911;325421,9;100;292196
54527;33585;67346,92;23;65536
33228;67301;166316,6;37;111260
94532;24932;230895,8;62;129699
81804;2685;365492,3;98;267290
86697;11617;66705,93;19;50825
47136;52689;18221,8;10;24875
13908;94454;38835,04;8;22681
59241;83110;305673,9;112;242726
52308;33041;4982,616;2;7129
31068;33501;260072,3;57;149507
4506;82403;109511,7;28;74850
102296;43596;75335,19;12;35058
36848;112680;264464,9;73;195385
46488;75404;238588,6;62;170863
63803;106621;68636,45;42;56502
80397;5136;288100,8;218;246771
48;11186;91238,97;25;74393
100117;11266;275588,9;59;165743
2795;40660;42184,32;11;27699
29904;109181;285913,6;73;199278
86504;38620;106144,7;18;51222
107153;39668;102412,7;31;79868
104352;80627;122983,3;66;132786
37460;86135;108739,8;20;55246
100049;40908;275959,9;53;140711
37603;21485;260620,3;83;216708
2516;10727;128591,1;44;109935
10601;64516;276235,7;122;262975
78697;50936;308351,8;90;218444
101775;82816;64600,92;10;27479
69888;11292;398192,4;104;225990
61505;51043;209831,6;89;207753
27290;42000;69156,65;21;49991
52641;2721;159826,9;68;167097
108029;47974;16961,29;3;8420
80314;11647;115682;40;98246
3137;35578;326470,8;110;226220
88941;62627;82554,95;26;63765
52935;69913;66051,77;11;30543
75219;74045;445624,4;131;292103
89047;22895;123867,4;37;94766
