StartNode;EndNode;Distance;Time;Nodes visited
7079;56625;90111,7;3;2664
34990;84301;363645;25;20829
20250;84719;301090,1;18;15769
44947;42241;164966;29;24693
94317;43346;175272;21;12961
53317;69164;82924,34;4;2503
24605;12072;223404,8;27;14064
66541;69419;250314,1;20;16837
23630;92871;299693,1;25;21602
27918;48475;79638,07;15;12475
38888;62234;9677,19;5;4754
49490;10561;352223,3;33;28383
44401;102804;80067,74;1;1414
79924;41427;160230,1;10;8856
32250;67856;160213,7;8;7271
20049;102052;392626,6;48;41202
69127;99240;150255,1;38;23324
102108;43465;235900,8;30;23767
65228;85997;301033,4;32;25622
28629;99288;119952,1;5;4234
28974;80022;133741,3;26;21532
51926;39802;52038,33;0;329
48403;30074;7967,142;1;1611
2788;35525;81605,97;1;1077
38907;38301;230048,5;15;13102
87562;72296;154749,6;7;6929
17737;10228;117639,9;8;6463
75163;24429;94833,96;4;4134
39899;31138;336950,8;22;19571
4794;3519;274771,8;6;6351
9990;26461;345186,6;29;23211
23297;64956;263339,6;66;41455
37;39056;294286,8;14;11663
23655;23076;55086,5;0;234
4191;51325;95540,11;1;1168
64241;42321;107241,9;3;2702
81047;57297;359589,9;14;11875
72326;4598;21148,37;0;354
54400;49850;30598,61;0;98
38639;110417;53900,14;2;2252
28948;95439;22283,09;0;101
14490;110523;139436,8;6;5592
81503;91879;30214,7;0;422
81994;40798;167544,5;11;9603
46097;111183;266428,2;17;15006
94493;77599;467573,3;60;50904
85292;2513;121588,1;32;19226
56725;100661;103837,5;2;1899
39765;9346;37334,91;12;1108
